text,intent
list disciplines are available in the architeecture college,courses
perfect,thanks
hi,greeting
kindly what time is the final,exam
kindly where to find the customer service,contacts
"hey bot, i need some quick advice about if the examination period is going to clash with the campus cultural week",exam
"i am trying to figure out awesome, thanks for the clarification on that today",thanks
can i see the academic timings,schedule
could you shed some light on what the refund policy is if i decide to drop out halfway through the semester,fees
"hey bot, i need some quick advice about when the post exam break officially starts so i can book my bus ticket home",holidays
yo weekly shitf for freshmen,schedule
could you shed some light on if i can take a minor in business administration alongside my engineering degree,courses
quick question: waiver for the school fee,fees
my prof told me to check if there is any chance to take a make up exam if i get sick during finals week,exam
hey explain to methe break calendar,holidays
sup freshman add drop,registration
yo call the campus police,contacts
i need some urgent help with if the examination period is going to clash with the campus cultural week,exam
official websitte,contacts
can i see is the next weekend,holidays
i really need to understand if the weekend extension program follows the exact same semester calendar,schedule
could you shed some light on if non-boarding students are ever allowed to stay in the dorms overnight,hostel
hey is there a room,hostel
could you please clarify if the weekend extension program follows the exact same semester calendar,schedule
my prof told me to check the difference between the software engineering and regular comp sci majors,courses
what is the deal with if i can easily change my assigned dept fater i get conditionally admitted,admission
give me are the core programs,courses
let me know the midterm dates,exam
{please} help me,greeting
please give me info on how tog et a room,hostel
where is the portal for grade,results
"greetings, give me is my transcript",results
good evening,greeting
kindly timing for is the christmas vacation,holidays
im a freshman and i really need to know whether the supplementary exams happen before or after the semester break,exam
please i need to know my registration status,admission
pls list all vacations,holidays
i'm a bit stuck trying to understand if the university website has a live chat feature for immediate customer service,contacts
i was wondering if you could help me figure out what a failing f grade does to my overall academic standing and honor roll chances,results
schedule for is my next lecture,schedule
give me the date of does admission start,admission
i need details on which building houses the finance office so i can pay my tuition as soon as possible,location
how exactly do i handle if self sponsored students have a different enrollment process,registration
can i see the degrees catalog,courses
i was wondering if you could help me figure out if the weekend extension program follows the exact same semester calendar,schedule
all the president,contacts
"i'm a bit stuck trying to understand i have no more questions right now, so peace out",bye
"im confused about alright that makes sense, i'm gonna log off now",bye
i'm a bit stuck trying to understand the rules regarding bringing heavy electrical appliances into the campus housing,hostel
could you please clarify the exact deadline for submitting the application forms for the dean's list award,scholarship
does anyone know if there is a non-refundable application fee required before submitting my forms,admission
"im confusd about brilliant, i appreciate you sorting that out for me",thanks
list maajors do you have,courses
explain tom e the customer service,contacts
i really need to understand where the heck the freshman orientation is being held today,location
what is the way to to do add drop,registration
"im confused about i am so glad i asked, thanks for the guidance",thanks
"hey there, i am trying to find out how i can get a copy of my official transcript for an external internship application",results
i need is the add drop deadlie,registration
good night man,bye
i'm a bit stuck trying to understand which depts actually offer postgraduate studies or masters degrees,courses
give me the course outline for accounting,courses
see you,bye
i'm a bit stuck trying to understand how i can request a student copy of my transcript for personal use,results
hello virtual assistant friend,greeting
could you please clarify how i can apply for postgraduate damission if i already have my bachelor's degree,admission
pls clarify my placement status,admission
kindly explain to me about campus housing,hostel
my friend asked me about how a student withh a high gpa can actually apply for merit based financial aid and i don't know the answer,scholarship
i am looking for information on where i log in to check my official admission status or moe placement result,admission
kindly lecture times for business,schedule
wonderful mate,thanks
"wow that was really helpful, thanks a million",thanks
shutting down the chat bye pls,bye
i would like to inquire: how to join the univeristy,admission
can you explain where the digital library is situated compared to the regular book store for me please,location
"i am looking fo information on that is exactly what i was looking for, much obliged",thanks
i am looking for information on if the library and cafeterias stay open during the mid semester reading week,holidays
please guide me on if the library and cafeterias stay open during the mid semester reading week,holidays
i need details on what documents are absolutely required when applying for the campus bursary grant as soon as possible,scholarship
"hello campus assistant, i need your guidance",greeting
give me is the registration deadline for,admission
"hey bot, i need some quick advice about wow that was really helpful, thanks a million",thanks
is it true that if it is possible to pay the heavy school fees in smaller monthly installments,fees
quick question: is the exit exam hard,exam
"do you happen to know that perfectly answered my questionn, cheers",thanks
i need the curriculum for economics,courses
where i need to take my bank slip to get financial clearance from the admin,fees
could you shed some light on how the formal admission process works for students rtansferring from another university,admission
well many thanks assistant,thanks
"do you happen to know hey bot, hope you're having a good day",greeting
can you explain if the faculty of arts offers any short term certificate courses for me please,courses
so my question is regarding how i am supposed to get to the engineering building from the main libraary,location
can someone tell me the specific clearance process i have to follow when moving out of the hostel,hostel
just a quick question: what the exact dates are for the academic calendar this year,schedule
just a quick question: if there are any makeup classes planned for the lectures we missed last monday,schedule
"does anyone know okay i am done asking questions, shutting down the chat",bye
i need details on when the academic records office will finally release the graduation results as soon as possible,results
please guide meon which specific bank account number i should use to transfer my dorm and cafeteria fees,fees
good night,bye
do you offfer allowance,scholarship
sup what is the way to to get bursary,scholarship
i would like to inquire: give me is the phone number for university,contacts
late regiistration,registration
i was wondering if you could help me figure out how the proctor decides which bed space belongs to which student in a shared room,hostel
quick question: passing mark for mae up exam,exam
i need some urgent help with if the dormitories force students to leave during the long winter break,holidays
i need details on how much the annual fee is for staying in the official student residence as soon as possible,hostel
can i pay extension fee in instalments,fees
could you shed some light on good morning to whoever is managing this chat,greeting
i have no idea which building houses the finance office so i can pay my tuition,location
no more questions for now bye,bye
what time is do classes strat,schedule
quick question: entrance exam for admission,admission
"hey there, i am trying to find out where i can view my complete semester timetable online without going to the office",schedule
is there a campus housing,hostel
"hey there, i am trying to find out how the proctor decides which bed space belongs to which sudent in a shared room",hostel
my friend asked me about what the direct phone number is for the main registrar's office and i ddon't know the answer,contacts
yo how much is the cafeteria fee,fees
steps to to contact campus police,contacts
i'm a bit stuck trying to understand what i should do because i completely missed the late reg deadline,registration
"i'm totally lost, can you explain where i can view my complete semester timetable online without going to the office",schedule
sp how much is the penalty,fees
i need details on if the faculty of arts offers any short term certificate courses as soon as possible,courses
how much is the semester fee,fees
how exactly do i handle how the proctor decides which bed space belongs to which student in a shared room,hostel
can someone tell me how i am supposed to get to the engineering building from the main library,location
please guide me on what time the computer architecture test starts tomorrow morning,exam
i need details on if tomorrow is considered a public rest day meaning we don't have to attend lectures as soon as possible,holidays
good day to you,greeting
hey is the national exam hard,exam
late clarance,registration
my prof told me to check how i can get a copy of my official transcript for an external internship application,results
how exactly do i handle what original documents i need to physically bring during the new student enrollment,admission
hey pay the registration fee,fees
"hey there, i am trying to find out how i can request a student copy of my transcript for personal use",results
could you shed some light on how the proctor decides which bed space belongs to which student in a shared room,hostel
done with my queries bye friend,bye
i am looking for the admin building,location
good day to you mate,greeting
when is is the add drop portal,registration
"my friend asked me about i am so glad i asked, thanks for the gudance and i don't know the answer",thanks
is the library nearby,location
yo enrollment process,registration
kindly i need to know where to register,registration
how to get my score,results
please guide me on how the evening shift class timings differ from the regular daytime routine,schedule
quick question: steps to to contact dean,contacts
could you shed some light on if the final exams are going to be open book or strictly closed book this time,exam
what is the deal with what the exact dates are for the academic calendar this year,schedule
i would like to inquire: pls inform me where to register,registration
would you mind telling me how a student with a high gpa can actually apply for merit based financial aid because i am confused,scholarship
selam now,greeting
campus housing application,hostel
clarify about hostel,hostel
can you explain greetings from a confused first year student for me please,greeting
i need details on the difference between the software engineering and regular cs majors as soon as possible,courses
"i'm totally lost, can you explain the exact steps to add or drop a module before the penalty kicks in",registration
what time is is my next lecture,schedule
i need some urgent help with how i can request a student copy of my transcript for personal use,results
i am looking for information on the exact deadline for submitting the application forms for the dean's list award,scholarship
"my friend asked me about hey bot, hope you're having a good day and i don't know the answer",greeting
could you please tell me class timings,schedule
please guide me on if there is a specific fee waiver available for students with recognized disabilities,scholarship
could yuo tell me the routine for next week,schedule
i'm a bit stuck trying to understand what the exact formula is to correctly calculate my cumulative gpa,results
i was wondering if you could help me figure out if there is a specific fee waiver available for students with recognized disabilities,scholarship
freshman add drrop,registration
yo schedule for is the extension fee deadline,fees
hey alright i am leaving now goodbye mate,bye
can i see is the next vacation,holidays
i was wondering if you could help me figure out where i can get clearance to finally register for my classes,registration
just a quick question: the exact cost per credit hour for students enrolled in the evening extension program,fees
im confused about how the evening shift clss timings differ from the regular daytime routine,schedule
can i see the subjects catalog,courses
"does anyone know alright that makes sense, i'm gonna log off now",bye
"can you explain okay bye, thanks for pointing me in the right direction for me please",bye
i want to know the help desk,contacts
please guide me on if the university admission office accepts late applications under special circumstances,admission
"greetings, payment the tuition",fees
when is do classes start,schedule
"so my question is regarding i totally understand now, appreciate the detailed response",thanks
i need some urgent help with what the strict eligibility criteria are for the need based scholarship program,scholarship
thanks for helping ate,thanks
"i'm totally lost, can you explain brilliant, i appreciate you sorting that out for me",thanks
yo guide me to to clearance for campushousing,hostel
i would like to inquire: tell me about student loan,scholarship
can you explain how to apply for a student loan to cover the heavy tuition costs for me please,scholarship
im a freshman and i really need to know if the dormitories force students to leave during the long winter break,holidays
"could you shed some light on hey bot, hope you're having a good day",greeting
i have no idea the physical p.o. box or zip code i should use if i want to mail a document to the admin,contacts
could you shed some light on if tomorrow is considered a public rest day meaning we don't have to attend lectures,holidays
thanks {bot} friend,thanks
what is the way to to opportunities for student loan,scholarship
any one here mate,greeting
how the evening shift class timings differ from the regular daytime routine,schedule
guide me to to contact registrar,contacts
what the exact formula is to correctly calculate my cumulative gpa,results
process for to do clearance,registration
i was wondering if you could help me figure out what subjects are considered mandatory core modules for my freshman year,courses
my friend asked me about what original documents i need to physically bring during the new student enrollment and i don't know the answer,admission
yo is there any grant,scholarship
thanks amte mate,thanks
im confused about what a failing f grade does to my overall academic standing and honor roll chances,results
could you please clarify if i can take a minor in business administration alongside my engineering degree,courses
schedule for will student copy be out,results
"so my question is rgearding got it, i will reach out later if i need more info. bye",bye
i need some urgent help with where i log in to check my official admission status or moe placement result,admission
hey how to get my score,results
so my question is regarding what the direct phone number is for the main registrar's office,contacts
i'm a bit stuck trying to understand how the proctor decides which bed space belongs to which student in a shared room,hostel
do you happen to know the exact cost per credit hour for students enrolled in the evening extension program,fees
please guide me on what original documents i need to physically bring during the new student enrollment,admission
which building is the toilet in,location
please show the comprehensive exam timings,exam
would you mind telling me where i can get clearance to finally register or my classes because i am confused,registration
is it true that if we actually have any classes schedueld during the upcoming holiday week,schedule
"hey bot, i need some quick advice about how much the annual fee is for staying in the official student residence",hostel
please guide me on what the exact dates are for the academic calendar this year,schedule
hey {bot},greeting
"please guide me on awesome, thanks for the clarification on that",thanks
"i'm a bit stuck trying to understand that's all i needed to know, goodbye for now",bye
hey lecture times for engineering,schedule
can you help me find the clinic,location
can someone tell me where i need to take my bank slip to get financial clearance from the admin,fees
i was wondering if you could help me figurre out where i can view my complete semester timetable online without going to the office,schedule
"greetings, give me the contact nfo",contacts
"would you mind telling me i appreciate the help, see you around campus because i am confused",bye
my friend asked me about when the university officially closes down for the long summer vacation break and i don't know the answer,holidays
if tomorrow is considered a public rest day meaning we don't have to attend lectures,holidays
where is the portal for mark,results
sup schedule for is the dorm fee deadline,fees
im confused about where i can securely check my semester grades online through the student portal,results
give me info on abuot student residence,hostel
schedule for is the dorm fee deadline,fees
how exactly do i handle where i can view my complete semester timetable online without going to the office,schedule
im a freshman and i really need to know how course reg works for freshmen coming in this year,registration
i'm a bit stuck trying to understand if there is a 24/7 help desk number i can call for urgent it support issues,contacts
schedule for is the tset,exam
what are i the next ceremony,holidays
list is the bed space fee,hostel
i'm a bit stuck trying to understand how i can generate a digital payment receipt after paying via cbe birr or telebirr,fees
kindly i want to know how to get spponsor,scholarship
kindly give me info on about hostel,hostel
hey financial support for tsudents,scholarship
quick question: date for is the penalty deadline,fees
bank account for semester fee,fees
hey mate,greeting
awesome mate,thanks
usp i need electives do you have,courses
guide me to to apply for enrollment,admission
could you shed some light on if there is a way to do late reg without paying a massive fee,registration
"could you shed some light on thanks for your time, i am leaving the session",bye
i need details on when my software engineering lecture is supposed to happen tomorrow as soon as possible,schedule
could you shed some light on how i can get a copy of my official transcript for an external internship application,results
i would like to inquire: what is are the core fields of study,courses
i am trying to figure out is there a human or a bot here to help me today,greeting
could you shed some light on how many credit hours i need to take to graduate from the pharmacy program,courses
inform me the contact info,contacts
thanks b{ot} now,thanks
does anyone know which depts actually offer postgraduate studies or masters degrees,courses
i would like to inquire: freshman sign up,registration
could you please tell me is there any sponsor,scholarship
i am looking for info on if the university provides any sort fo monthly stipend or living allowance,scholarship
sign out,bye
financial suppor tfor students,scholarship
kindly university closure for public event,holidays
what are is the clearance deadline,registration
kindly what is the routine for for seniors,schedule
is ther any allowance,scholarship
great helpp dude,thanks
can i see the academic routine,schedule
sup campus housing application,hostel
i am trying to figure out what happens if if orget to register before the system closes today,registration
yo can i see the academic routine,schedule
would you mind telling me if i can easily change my assigned dept after i get conditionally admitted because i am confused,admission
would you mind telling me if someone can give me directions to the university stadium or sports complex because i am confused,location
plz telll me the class times for today,schedule
i have no idea if self sponsored students have a different enrollment process,registration
would you mind telling me if female students have access to any exclusive financial support programs because i am confused,scholarship
my prof told me to check when my software engineering lecture is supposed to happen tomorrow,schedule
change hostel room,hostel
quick question: how to to rules for accommodation,hostel
what is the deal with how to find the faculty of business administration dean's office,location
i am looking for info on where i log in to check my official admission status or moe placement result,admission
greetings chatbot,greeting
"what is the deal with i am so glad i asked, thanks for the guidance",thanks
does anyone know where i can prit out a physical copy of my daily class routine,schedule
i need details on if master's degree students have a completely different fee structure than undergrads as soon as possible,fees
pls give me the p.o.box,contacts
what is the deal with if the final exams are going to be open book or strictly closed book this time,exam
i have no idea the specific clearance process i have to follow when moving out of the hostel,hostel
im done bot,bye
could you please tell me when is is the bursary deadline,scholarship
kindly can i see the academic timings,schedule
sup class timings please,schedule
is it true that how a student with a high gpa can actually apply for merit based financial aid,scholarship
i am looking for info on who i should contact if i have a serious complaint about a specific faculty member,contacts
"i'm totally lost, can you explain hi there, are you available to chat for a minute",greeting
date for does enrollment start,admission
i'm a bit stuck trying to understand if i can easily change my assigned department after i get conditionally admitted,admission
just a quick question: if there is a comprehensive staff directory where i can find my prof's contact info,contacts
i need details on where i need to take my bank slip to get financial clearance from the admin as soon as possible,fees
iam looking for info on just popping in to say hi and ask a quick thing,greeting
could you please tell me summmer vacation dates,holidays
hey process for to do add drop,registration
sup fully funded bursary,scholarship
reigster online portal,registration
would you mind telling me if non-boarding students are ever allowed to stay in the dorms overnight because i am confused,hostel
what is is the dormitory fee,hostel
my prof told me to check what time the comuter architecture test starts tomorrow morning,exam
how i can request a student copy of my transcript for personal use,results
"i'm a bit stuck trying to understand okay i am done asking questions, shutting down the chat",bye
do you happen to know how many credit hours i need to take to graduate from the pharmacy program,courses
"kindly i want to study physics, give me are the programs",courses
is tomorrow a weekend,holidays
thanx,thanks
please guide me on why my final mark for data structures is showing up as missing on the system,results
where iss the portal for academic record,results
where is the cafeteria,location
could you please clarify how to reach out directly to the president's office for a formal academic inquiry,contacts
could you please tell me directions to the book store,location
plz inform me how to get a student residence,hostel
do you happen to know if the librery and cafeterias stay open during the mid semester reading week,holidays
can someone tell me if someone can give me directions to the university stadium or sports complex,location
howdy man,greeting
sup timing for is the cost sharing deadline,fees
show me the tuition,fees
guide me to to deadline for allowance,scholarship
where to ind a sponsor,scholarship
"just a quick question: i have no more questions right now, so peace out",bye
i need is the dorm fee,fees
kindly timing for do classes start,schedule
"hey there, i am trying to find out the physical p.o. box o rzip code i should use if i want to mail a document to the admin",contacts
my prof told me to check the physical p.o. box or zip code i should use if i want to mail a document to the admin,contacts
"can you explain brilliant, i appreciate you sorting that out for me for me please",thanks
i have no idea how i can apply for postgraduate admission if i already have my bachelor's degree,admission
please guide me on how i can request a student copy of my transcript for personal use,results
"i'm a bit stuck trying to understand thank you so much, you saved me a trip to the admin office",thanks
would you mind telling me where i can view my complete semester timetable online without going to the office because i am confused,schedule
quick question: is tomorrow a weekend,holidays
"im freshman and i really need to know hello campus assistant, i need your guidance",greeting
"hey bot, i need some quick advice about where i can find the academic calendar that outlines all the semester rest days",holidays
"i am looking for information on thanks for the chat, i have to run to my next class",bye
"i'm a bit stuck trying to understand that perfectly answered my question, cheers",thanks
"hey there, i am trying to find out the difference between the software engineering and regular comp sci majors",courses
tata,bye
i need the schedule for degree program,schedule
i'm a bit stuck trying to understand where i can view my complete semester timetable online without going to the office,schedule
i was wondering if you could help me figure out the rules regarding bringing heavy electrical appliances into the campus housing,hostel
good morning,greeting
"is it true that hey bot, hope you're having a good day",greeting
what is the deal with if i can easily change my assigned department after i get conditionally admitted,admission
sup missing gpa complaint,results
"i'm totally lost, can you explain how the evening shift class timings differ from the regular daytime routine",schedule
i would like to inquire: change hostel room,hostel
wonderful today,thanks
"would you mind telling me you are a lifesaver, thanks bot because i am confused",thanks
kindly email address for department head,contacts
sup do you offer mechanical engineeering subjects,courses
i am looking for info on if online enrollment is still open for us this seemester,registration
could you shed some light on if we actually have any classes schedueld during the upcoming holiday week,schedule
does anyone know what i need to do if i urgently want to change my current hostel room,hostel
good afternoon,greeting
if the university provides any sort of monthly stipend or living allowance,scholarship
i am trying to figure out what kind of undergraduate degree programs are currently open for new students today,courses
"is it true that hey guys, hoping someone can answer my questions today",greeting
where are the offices,location
sup can you help me find the digital library,location
i would like to inqquire: do you offer stipend,scholarship
can you explain wher ei can find the academic calendar that outlines all the semester rest days for me please,holidays
when the absolute final deadline is for paying this semester's tuition without a penalty,fees
kindly give me info on the academic calendar for the weekend,schedule
how can i to process of enrollment,admission
i was wondering if you could help me figure out if tomorrow is considered a public rest day meaning we don't have to attend lectures,holidays
i'm a bit stuck trying to understand the emergency contact number for the campus police or the student health clinic,contacts
"could you please clarify that is exactly what i was looking for, much obliged",thanks
yo selam bot,greeting
hey explain to me the weekend calendar,holidays
university closrue for national vacation,holidays
i need details on what the syllabus looks like for the introduction to economics class as soon as possible,courses
fully funded grant,scholarship
process for to criteria for scholarship,scholarship
i am trying to figure out if the university admission office accepts late applications under special circumstances today,admission
can you explain how the dormitory assignment process actually works for incoming freshmen for me please,hostel
i need details on just popping in to say hi and ask a quic kthing as soon as possible,greeting
"hey there, i am trying to find out how much the annual fee is for staying in the official student residence",hostel
im a freshman and i really need to know where the digital librery is situated compared to the regular book store,location
i would like to inquire: is there class tomorrow,holidays
"hey bot, i need some quick advice about how the dormitory assignment process actually works for incoming freshmen",hostel
i need details on why my final mark for data structures is showing up as missing on the system as soon as possible,results
"what is the deal with thanks for the chat, i have to run to my next class",bye
can you explain if the cs department has any artificial intelligence electives this term for me please,courses
kindly payment the penalty,fees
kindly schedule for is the penalty deadline,fees
my friend asked me about when the absolute final deadline is for paying this semester's tuition without a penalty and i don't know the answer,fees
summer vacation dates,holidays
i really need to understand what the exact dates are for the academic calendar this year,schedule
well cool thanks mate,thanks
"where the university posts its official announcements, like a telegram channel or facebook page",contacts
"hey bot, i need some quick advice about if there are any makeup classes planned for the lectures we missed last monday",schedule
i need details on how the comprehensive exam is structured for graduating seniors as soon as possible,exam
"thank you so much, you saved me a trip to the admin office",thanks
how exactly do i handle why my final mark for data structures is showing up as missing on the system,results
plz give me the office contact,contacts
lecture times for mechanicla engineering,schedule
is it true that what i need to do if i urgently want to change my current hostel room,hostel
could you please tell me explain to me about add drop,registration
if the university offers any fully funded sponsorship opportunities for international students,scholarship
"please guide me on hello, i am a new student and i need some assistance",greeting
"can someone tell me that is exactly what i was looking for, much obliged",thanks
can someone tell me whether hte supplementary exams happen before or after the semester break,exam
what time is the midterm,exam
could you please clarify how the comprehensive exam is structured for graduating seniors,exam
"i'm a bit stuck trying to understand brilliant, i appreciate you sorting that out for me",thanks
"hey bot, i need some quick advice about what the strict eligibility criteria are for the ened based scholarship program",scholarship
plz give me the help desk,contacts
helpfulbot man,thanks
is it true that whether there are any special campus events planned for the alumni homecoming weekend,holidays
i am trying to figure out which specific bank account number i should use to transfer my dorm and cafeteria fees today,fees
freshman enrollment,registration
what's up today,greeting
could you please tell me tell em about student residence,hostel
"greetings, date for will result be out",results
i would like to inquire: i need to know about sign up,registration
i am looking for info on what the cut off mark or passing pointi s for the national entrance exam this year,admission
im confused about if there is a way to do late registration without paying a massive fee,registration
just popping in to say hi and ask a quick thing,greeting
leaving the room,hostel
would you mind telling me how much the annual fee is for staying in the official student residence because i am confused,hostel
my prof told me to check what the cut off mark or passing point is for the national entrance exam this year,admission
what are is the p.o.box for president,contacts
what is the deal with what the exact formula is to correctly calculate my cumulative gpa,results
kindly i want to know how to get a dormitory,hostel
afternoon mate,greeting
could you shed some light on if someone can give me directions to the university stadium or sports complex,location
"hey there, i am trying to find out if the cs dept has any artificial intelligence electives this term",courses
what is the deal with what time the computer architecture test starts tomorrow morning,exam
do you happen to know what a letter of acceptance looks like and when i should expect to receive it,admission
shutting dwn the chat bye dude,bye
yo i need is the next weekend,holidays
"i'm totally lost, can you explain who i should contact if i have a serious complaint about a specific faculty member",contacts
"hey bot, i need some quick advice about what happens to my registration status if i have an overdue penalty payment",fees
requirements for admission,admission
yo register online portal,registration
what programs can i take the wekend,courses
what the passing mark is for the national exit exam in engineering,exam
my friend asked me about why my final mark for data strutures is showing up as missing on the system and i don't know the answer,results
my friend asked me about how i can apply for postgraduate admission if i already have my bachelor's degree and i don't know the answer,admission
yo pls clarify the routine for this semester,schedule
so my question is regarding if the faculty of arts offers any short term certificate courses,courses
i appreciate your help pls,thanks
would you mind telling me the exact steps to add or drop a module before the penalty kicks in because i am confused,registration
"would you mind telling me thanks for the chat, i have to run to my next class because i am confused",bye
hey missing honor roll complaint,results
i would like to inquire: i want to know the rest day calendar,holidays
i need some urgent help with if there is any chance to take a make up exam if i get sick during finals week,exam
what is the way to to portal for registration,admission
what time is the comprehensive exam,exam
show the make up exam schedule,exam
could you please clarify if there is a way to do late registration without paying a massive fee,registration
yo hi i am a new student here dude,greeting
i really need to understand what the strict rules are regarding bringing calculators into the exam hall,exam
thank you for the information friend,thanks
"just a quick question: okay i am done asking questions, shutting down the chat",bye
i would like to inquire: where are the offices,location
cheers bot,thanks
im a freshman and i really need to know why i keep getting lost trying to find the computer lab in block 5,location
i would like to inquire: how much is the tuition,fees
got it thanks friend,thanks
do you happen to know where i can find the academic calendar that outlines all the semester rest days,holidays
can you explain if we actually have any classes scheduled during the upcoming holiday week for me please,schedule
is it true that when the university officially closes down for the long summer vacation break,holidays
do you happen to know the easiest way to navigate to the student clinic if i am coming from the dorms,location
yo i am logging off goodbye friend,bye
"greetings, list is the dorm fee",fees
show me the degree programs,courses
is it true that what happens if i forget to register before the system closes,registration
wonderul dude,thanks
"hey bot, i need some quick advice about if online enrollment is still open for us this semester",registration
brilliantm an,thanks
can you explain if i can easily change my assigned dept after i get conditionally admitted for me please,admission
could you please clarify if the cs dept has any artificial intelligence electives this term,courses
where i can download the complete course catalog for the upcoming academic year,courses
quick question: kindly explain to me where to register,registration
"i'm totally lost, can you explain if i can easily change my assigned dept after i get conditionally admitted",admission
is tthe midterm hard,exam
could you shed some light on greetings from a confused first year student,greeting
would you mind telling me the process for filing a formal grade appeal if i think my professor made a mistake because i am confused,results
when the actual test dates for the midterms will be officially announced,exam
what time is is the make up exam,exam
is this the student information bot pls,greeting
kindly freshman add drop,registration
i need to know how tto get a dorm,hostel
kindly fully funded sponsor,scholarship
"couldyou shed some light on hello campus assistant, i need your guidance",greeting
i have no diea the exact cost per credit hour for students enrolled in the evening extension program,fees
could you please clarify if tomorrow is considered a public rest day meaning we don't have to attend lectures,holidays
i was wondering if you could help me figure out where i can view my complete semester timetable online without going to the office,schedule
how exactly do i handle what happens to my registration status if i have an overdue penalty payment,fees
yo is the library nearby,location
clarify the school fee,fees
i am trying to figure out what the cut off mark or passing point is for the national entrance exam this year today,admission
hey guide me to to contact president,contacts
im confused about where the digital library is situated compared to the regular book store,location
"greetings, lecture times for engineering",schedule
got it thanks,thanks
do you offer sponsor,scholarship
"greetings, give me the date of is the sign up period",registration
im confused about if the university offers any fully funded sponsorship opportunities for international students,scholarship
"im a freshman and i really need to know i am so glad i asked, thanks for the guidance",thanks
is it true that if therre is any chance to take a make up exam if i get sick during finals week,exam
good night bot,bye
pls give me the address,contacts
"i need deetails on hey, i could really use some help navigating the university stuff as soon as possible",greeting
i would like to inuire: is there any grant,scholarship
ok peace out mate,bye
"hey there, i am trying to find out where i should go to report a broken window or plumbing issue in my dorm room",hostel
hey i need help {please} now,greeting
when is is the make up exam,exam
"hey bot, i need some quick advice about whether the supplementary exams happen before or after the semester break",exam
quick question: what are is the next holiday,holidays
can you explain how the proctor decides which bed space belongs to which student in a shared room for me please,hostel
please tell me how to get financial aid,scholarship
i would like to inquire: freshman add drop,registration
is there any sponsor,scholarship
any one here now,greeting
how can i to opportunities for stipend,scholarship
"greetings, i need the calendar for diploma program",schedule
list all fields of study,courses
timing for is the christmas event,holidays
could you please clarify which departments actually offer postgraduate studies or masters degrees,courses
weekly shift for freshmen,schedule
yo fully funded bursary,scholarship
directions to the clinic,location
could you shed some light on if the cs department has any artificial intelligence electives this term,courses
"does anyone know thanks for the chat, i have to run to my next class",bye
so my question is regarding the exact deadline to accept or reject my placement before theygive my spot away,admission
you are helpful,thanks
schedule for is the exteension fee deadline,fees
"hey bt, i need some quick advice about what the specific date is for the upcoming graduation ceremony event",holidays
can you explain who i should contact if i have a serious complaint about a specific faculty member for me please,contacts
list days of the week do we have the business tutorial,schedule
yo give me is the accommodation fee,hostel
so my question is regarding whetherr we get consistent wifi and electricity inside the campus accommodation blocks,hostel
i am looking for the registrar office,location
see you soon,bye
imd one friend,bye
so my question is regarding why i keep getting lost trying to find the computer lab in block 5,location
can you explain how the evening shift class timings differ from the regular daytime routine for me please,schedule
just a quick question: how i can generate a digital pamyent receipt after paying via cbe birr or telebirr,fees
"greetings, give me the physical address of the mechanical engineering department",location
what are is my mark,results
heyf inals timetable,exam
can someone tell me why i keep getting lost trying to find the computer lab in block 5,location
show me myg pa,results
would you mind telling me if there is a comprehensive staff directory where i can find my professor's contact info because i am confused,contacts
"greetings, help desk number",contacts
i need some urgent help with if the weekend extension program follows the exact same semester calendar,schedule
done with my queries bye now,bye
could you shed some light on how to use the student portal to sign up for my electives,registration
please guide me on wht the specific date is for the upcoming graduation ceremony event,holidays
what is the way to to opportunities for fee waiver,scholarship
im a freshman and i really need to know the physical p.o. box r zip code i should use if i want to mail a document to the admin,contacts
quick question: list is the enrollment requirements for,admission
register online portal,registration
is it true that just popping in to say hi and ask a quick thing,greeting
can i see is the phone number for it support,contacts
sup show me is the next closure,holidays
my prof told me to check how much the actual cost sharing fee is for regular undergraduate students,fees
kindly class timings plz,schedule
"my friend asked me about you are a lifesaver, thanks bot aand i don't know the answer",thanks
i'm a bit stuck trying to understand where the digital library is situated compared to the regular book store,location
list days of the week do we have the accountingt utorial,schedule
how do i get to is the exit exam held,exam
would you mindtelling me if the university website has a live chat feature for immediate customer service because i am confused,contacts
"i am looking for info on thanks for the chat, i have to run to my next class",bye
list are the core degrees,courses
sup lecture times for social sciences,schedule
i really need to understand the easiest way to navigate to the student clinic if i am coming from the dorms,location
give me modules do you have,courses
i need is the comprehensive exam results,exam
give me is the website for registrar,contacts
i need some urgent help with if the university provides married student housing or couples dormitories,hostel
i am trying to figure out if there is a 24/7 help desk number i can call for urgent t support issues today,contacts
clarify about rgant,scholarship
could you print my academic record,results
"my friend asked me about that's al i needed to know, goodbye for now and i don't know the answer",bye
"do you happen to know i am so glad i asked, thanks for the guidance",thanks
"do you happen to know hi there, are youa vailable to chat for a minute",greeting
where to find the help dessk,contacts
pls show me navigate to the clinic is,location
super helpful today,thanks
clarify how to get fund,scholarship
please guide me on if we get any days of classes to celebrate national public holidays like eid or christmas,holidays
how exactly do i handle the rules regarding bringing heavy electrical appliaces into the campus housing,hostel
quick question: email address for university,contacts
my friend asked me about if master's degree students have a completely different fee structure than undergrads and i don't know the answer,fees
"how exactly do ihandle brilliant, i appreciate you sorting that out for me",thanks
complain about my transcript,results
i want to know the make up exam dates,exam
what time is will student copy be out,results
"could you shed some light on hey guys, hoping someone can answer my questions today",greeting
